billId,bar,drinker,date,time
3082,"Raines Law Room","Mamie Mcgee",4/24/2018,23:58:00
3083,Mayahuel,"Mamie Mcgee",6/8/2018,21:58:00
3084,"Lee's Tavern","Mamie Mcgee",9/25/2017,22:58:00
3085,"Dear Irving","Mamie Mcgee",7/9/2017,24:58:00
3086,Mona's,"Mamie Sheppard",11/21/2017,21:58:00
3087,"Old Town Bar","Mamie Sheppard",7/1/2018,24:58:00
3088,Mayahuel,"Mamie Sheppard",3/4/2017,21:58:00
3089,"The Wayland","Mamie Sheppard",6/15/2017,24:58:00
309,"Pouring Ribbons","Juliet Rasmussen",8/26/2018,24:58:00
3090,Killmeyer's,"Arnav Hickman",1/6/2017,22:58:00
3091,"Raines Law Room","Man Copeland",7/8/2018,24:58:00
3092,Killmeyer's,"Man Copeland",4/23/2018,23:58:00
3093,"Raines Law Room","Man Copeland",5/13/2017,23:58:00
3094,"Aldo Sohm Wine Bar","Man Copeland",3/19/2017,23:58:00
3095,"Grand Banks","Man Mccarthy",2/3/2018,22:58:00
3096,"Bohemian Hall & Beer Garden","Man Mccarthy",2/22/2018,23:58:00
3097,"Pouring Ribbons","Man Mccarthy",6/7/2017,22:58:00
3098,"The Pony Bar","Man Mccarthy",2/16/2017,23:58:00
3099,"Amor y Amargo","Man Mccarthy",11/14/2018,23:58:00
31,"Pegu Club","Josef Steele",10/21/2018,22:58:00
310,"Phoenix Bar","Juliet Rasmussen",1/27/2018,23:58:00
3100,LENA,"Man Mccarthy",6/14/2018,24:58:00
3101,"Lee's Tavern","Arnav Hickman",3/9/2018,22:58:00
3102,Mayahuel,"Manual Mejia",9/7/2017,22:58:00
3103,Killmeyer's,"Manual Mejia",4/8/2018,21:58:00
3104,"Raines Law Room","Manual Mejia",4/9/2018,21:58:00
3105,"Aldo Sohm Wine Bar","Manual Mejia",3/22/2017,23:58:00
3106,"The Counting Room","Manuel Farley",5/23/2017,24:58:00
3107,"Bar Sixtyfive","Manuel Farley",7/5/2018,24:58:00
3108,"Aldo Sohm Wine Bar","Manuel Oconnell",1/26/2018,22:58:00
311,"Grand Banks","Juliet Rasmussen",6/18/2018,24:58:00
3110,Mayahuel,"Manuel Oconnell",4/3/2017,23:58:00
3111,PDT,"Manuel Oconnell",2/15/2018,22:58:00
3112,Mayahuel,"Arnav Hickman",10/18/2017,24:58:00
3113,"The Up & Up","Manuela Beard",6/7/2018,24:58:00
3114,Dante,"Manuela Beard",6/26/2018,23:58:00
3115,"Blue Bar","Manuela Lara",4/8/2017,23:58:00
3116,"Raines Law Room","Manuela Lara",6/4/2018,21:58:00
3117,"Dear Irving","Manuela Lara",5/28/2018,21:58:00
3118,"Connolly's Bar","Manuela Lara",3/6/2017,24:58:00
3119,Donna,"Manuela Murillo",9/22/2017,21:58:00
312,"Spring Lounge","Juliet Stout",11/19/2018,22:58:00
3120,"Pegu Club","Manuela Murillo",6/26/2017,24:58:00
3121,"Old Town Bar","Manuela Murillo",10/23/2018,24:58:00
3122,"Lee's Tavern","Manuela Murillo",6/3/2018,21:58:00
3123,"Lee's Tavern","Arnav Hickman",11/2/2017,24:58:00
3124,"Blue Bar","Manuela Murillo",4/29/2017,24:58:00
3125,"Bemelmans Bar","Manuela Murillo",11/2/2018,24:58:00
3126,Mace,"Manuela Stark",6/2/2017,24:58:00
3127,Mace,"Manuela Stark",3/4/2018,23:58:00
3128,"The Up & Up","Manuela Stark",8/1/2018,24:58:00
3129,"Bar Goto","Manuela Stark",7/12/2018,23:58:00
313,"The Wayland","Juliet Stout",7/20/2017,22:58:00
3130,Julius',"Manuela Stark",6/1/2017,24:58:00
3131,"Orange Street","Manuela Stark",10/25/2017,23:58:00
3132,Killmeyer's,"Manuela Tapia",9/4/2017,22:58:00
3133,"Townhouse of New York","Manuela Tapia",5/27/2018,23:58:00
3134,"Bemelmans Bar","Arnav Hickman",1/2/2017,21:58:00
3135,"Clover Club","Manuela Tapia",1/26/2018,22:58:00
3136,"Lee's Tavern","Manuela Townsend",7/2/2018,21:58:00
3137,Barcade,"Manuela Townsend",6/29/2018,23:58:00
3138,"Dear Irving","Manuela Townsend",8/23/2018,22:58:00
3139,"Blue Bar","Manuela Townsend",10/13/2018,23:58:00
314,"Grand Banks","Anna Oneal",9/8/2018,23:58:00
3140,"Dear Irving","Mara Rodriguez",3/7/2017,22:58:00
3141,"KGB Bar","Mara Rodriguez",10/9/2018,22:58:00
3142,"Rose Bar","Mara Rosario",3/16/2017,23:58:00
3143,"Slowly Shirley","Mara Rosario",3/29/2017,24:58:00
3144,"Rose Bar","Mara Rosario",2/6/2018,22:58:00
3145,"Pegu Club","Arnold Figueroa",1/26/2018,22:58:00
3146,Mace,"Mara Rosario",8/10/2017,23:58:00
3147,"Keats Bar","Mara Rosario",7/1/2017,22:58:00
3148,"Townhouse of New York","Marc Doyle",4/23/2017,22:58:00
3149,Killmeyer's,"Marc Doyle",2/1/2017,22:58:00
315,"Spring Lounge","Juliet Stout",2/26/2017,23:58:00
3150,"Ty Bar","Marc Mercado",5/25/2018,23:58:00
3151,"Holiday Cocktail Lounge","Marc Mercado",1/29/2017,24:58:00
3152,Barcade,"Marc Sullivan",1/23/2018,21:58:00
3153,"Clover Club","Marc Sullivan",11/13/2017,24:58:00
3154,PDT,"Marc Sullivan",10/8/2017,23:58:00
3155,"Clover Club","Marc Winters",8/8/2017,21:58:00
3156,"The Wayland","Arnold Figueroa",11/23/2017,21:58:00
3157,Barcade,"Marc Winters",9/3/2018,23:58:00
3158,"Raines Law Room","Marc Winters",10/7/2017,23:58:00
3159,"Pegu Club","Marc Winters",7/4/2017,23:58:00
316,"Raines Law Room","Juliet Stout",4/7/2018,21:58:00
3160,"Bemelmans Bar","Marcel Francis",1/29/2018,23:58:00
3161,"Spring Lounge","Marcel Francis",7/23/2017,22:58:00
3162,"Aldo Sohm Wine Bar","Marcel Francis",6/12/2017,22:58:00
3164,"Aldo Sohm Wine Bar","Marcel Francis",7/11/2017,24:58:00
3165,Mayahuel,"Marcel Francis",1/3/2017,24:58:00
3166,"Rose Bar","Marcelino Frost",10/12/2017,21:58:00
3167,Donna,"Arnold Figueroa",7/27/2017,24:58:00
3168,Apotheke,"Marcelino Frost",11/10/2017,21:58:00
3169,"Employees Only","Marcelino Frost",7/9/2017,21:58:00
317,"Lee's Tavern","Juliet Stout",8/1/2018,23:58:00
3170,Barcade,"Marcella Hensley",11/5/2017,24:58:00
3171,"Lee's Tavern","Marcella Hensley",6/23/2018,21:58:00
3172,"Pouring Ribbons","Marcella Lutz",8/4/2017,22:58:00
3173,"Dutch Kills","Marcella Lutz",8/6/2017,24:58:00
3174,"Ear Inn","Marcella Lutz",2/7/2017,22:58:00
3175,"The Aviary NYC","Marcella Lutz",11/17/2018,21:58:00
3176,"The Pool Lounge","Marcella Lutz",1/30/2018,23:58:00
3177,"Donovan's Pub","Marcella Pope",8/5/2017,22:58:00
3178,"Aldo Sohm Wine Bar","Arnold Figueroa",3/29/2017,23:58:00
3179,"The Long Island Bar","Marcella Pope",7/13/2018,23:58:00
318,"Connolly's Bar","Juliet Stout",9/22/2017,21:58:00
3180,"Jimmy's corner","Marcella Pope",3/8/2017,24:58:00
3181,Nowhere,"Marcella Pope",9/19/2017,21:58:00
3182,"The Central Bar","Marcella Pope",8/29/2018,23:58:00
3184,"Blue Bar","Marcellus Duarte",5/22/2018,21:58:00
3185,Killmeyer's,"Marcellus Duarte",3/4/2018,24:58:00
3186,"KGB Bar","Marcellus Duarte",10/27/2017,24:58:00
3187,"Old Town Bar","Marcellus Duarte",10/9/2017,22:58:00
3188,"Gallow Green","Marcellus Sawyer",6/5/2018,21:58:00
3189,"The Counting Room","Adeline Glover",8/3/2018,22:58:00
319,"Bar Sixtyfive","Juliet Zamora",11/21/2017,24:58:00
3190,"Old Town Bar","Arnold Figueroa",1/1/2017,24:58:00
3191,"Bar Nine","Marcellus Sawyer",2/15/2018,21:58:00
3192,"The Honeywell","Marcelo Garza",4/21/2017,21:58:00
3193,"The Up & Up","Marcelo Garza",6/22/2018,22:58:00
3194,"Keats Bar","Marcelo Garza",2/22/2017,22:58:00
3195,"Little Branch","Marcelo Garza",9/5/2018,23:58:00
3196,"Bar Sixtyfive","Marcelo Garza",5/29/2018,21:58:00
3197,"Old Town Bar","Marcelo Gilbert",1/5/2018,24:58:00
3198,7B,"Marcelo Gilbert",4/21/2018,21:58:00
3199,"KGB Bar","Marcelo Gilbert",7/18/2018,22:58:00
32,"Raines Law Room","Josef Steele",6/26/2018,23:58:00
320,"The Up & Up","Juliet Zamora",7/26/2017,21:58:00
3200,Killmeyer's,"Marcelo Gilbert",2/22/2017,23:58:00
3201,"Raines Law Room","Arnold Figueroa",2/12/2017,22:58:00
3202,"Townhouse of New York","Marcelo Gilbert",7/20/2018,21:58:00
3203,"Lee's Tavern","Marcelo Gilbert",10/18/2017,23:58:00
3204,"Clover Club","Marci Bridges",10/5/2018,23:58:00
3205,"Lee's Tavern","Marci Bridges",4/18/2017,22:58:00
3206,"Lee's Tavern","Marci Bridges",8/19/2018,23:58:00
3207,"Old Town Bar","Marci Bridges",11/17/2018,21:58:00
3208,"Spring Lounge","Marcie Holland",9/8/2017,22:58:00
3209,"Old Town Bar","Marcie Holland",6/10/2018,22:58:00
321,"Orange Street","Juliet Zamora",11/14/2018,22:58:00
3210,"Blue Bar","Marcie Holland",1/20/2017,21:58:00
3211,"Bemelmans Bar","Marcie Holland",1/27/2017,24:58:00
3212,"Jimmy's corner","Arnoldo Barnes",2/24/2017,23:58:00
3213,"Dear Irving","Marcie Holland",7/5/2018,21:58:00
3214,PDT,"Marcie Holland",4/12/2018,23:58:00
3215,Barcade,"Marcie Lane",2/21/2017,24:58:00
3216,Mayahuel,"Marcie Lane",11/2/2017,21:58:00
3217,"Blue Bar","Marcie Lane",5/21/2017,23:58:00
3218,"Bemelmans Bar","Marcie Lane",9/1/2017,21:58:00
3219,"Bemelmans Bar","Marcie Lane",9/19/2017,21:58:00
322,"Rose Bar","Juliet Zamora",10/30/2018,23:58:00
3220,"Dear Irving","Marcie Wilkins",4/15/2018,24:58:00
3221,"Clover Club","Marcie Wilkins",6/15/2018,21:58:00
3222,"Bemelmans Bar","Marco Patel",2/9/2018,21:58:00
3223,"McSorley's Old Ale House","Arnoldo Barnes",5/5/2017,24:58:00
3224,"Clover Club","Marco Patel",2/22/2017,22:58:00
3225,"Alewife Queens","Marco Richard",7/29/2018,22:58:00
3226,"McSorley's Old Ale House","Marco Richard",4/3/2017,24:58:00
3227,"McSorley's Old Ale House","Marco Richard",7/6/2018,21:58:00
3228,"Until Tomorrow","Marcos Hayden",9/6/2017,21:58:00
3229,"Dive Bar","Marcos Hayden",8/3/2017,24:58:00
323,"Rose Bar","Juliet Zamora",6/5/2018,24:58:00
3230,BlackTail,"Marcos Hayden",5/15/2018,22:58:00
3231,"The Dead Rabbit","Marcos Hayden",2/27/2018,21:58:00
3232,"KGB Bar","Marcos Schultz",4/7/2018,23:58:00
3233,"Bemelmans Bar","Marcos Schultz",7/27/2017,22:58:00
3234,"Clockwork Bar","Arnoldo Barnes",5/28/2018,21:58:00
3235,"Lee's Tavern","Marcos Schultz",3/3/2017,21:58:00
3236,Killmeyer's,"Marcos Schultz",7/15/2018,24:58:00
3237,Mona's,"Marcos Schultz",2/10/2017,24:58:00
3238,"Townhouse of New York","Marcos Schultz",8/10/2017,23:58:00
3239,"Bar Nine","Marcy Bradley",10/14/2018,24:58:00
324,"Blind Tiger Ale House","Juliet Zamora",3/19/2017,24:58:00
3240,Boxer,"Marcy Bradley",3/29/2017,22:58:00
3241,"Tonic Bar","Marcy Bradley",8/7/2017,22:58:00
3242,Apotheke,"Marcy Bradley",3/27/2018,24:58:00
3243,"Bar Sixtyfive","Marcy Bradley",5/23/2017,21:58:00
3244,Dante,"Marcy Bradley",6/20/2017,23:58:00
3245,"The Ginger Man","Arnoldo Barnes",2/22/2018,23:58:00
3246,"Clover Club","Marcy Jefferson",1/18/2018,23:58:00
3247,Barcade,"Marcy Jefferson",3/27/2018,23:58:00
3248,"Blue Bar","Marcy Jefferson",2/19/2017,23:58:00
3249,"Townhouse of New York","Marcy Jefferson",4/25/2017,23:58:00
325,"Lucy's a.k.a. Blanche's Tavern","Anna Oneal",10/3/2018,21:58:00
3250,"Clover Club","Marcy Jefferson",7/1/2017,23:58:00
3251,"Raines Law Room","Marcy Mcpherson",8/23/2018,22:58:00
3252,"The Wayland","Marcy Mcpherson",2/21/2018,23:58:00
3253,"Blue Bar","Marcy Mcpherson",9/28/2018,22:58:00
3254,Killmeyer's,"Marcy Mcpherson",5/12/2017,22:58:00
3255,Torst,"Margaret Atkinson",9/24/2018,23:58:00
3256,"The Central Bar","Arnoldo Barnes",7/11/2018,23:58:00
3257,"The Aviary NYC","Margaret Atkinson",7/19/2018,21:58:00
3258,BlackTail,"Margaret Atkinson",7/22/2017,22:58:00
3259,"Dutch Kills","Margaret Atkinson",2/15/2018,23:58:00
326,"Maison Premiere","Juliette Ayers",5/7/2018,24:58:00
3260,Nowhere,"Margaret Cherry",2/19/2018,24:58:00
3261,"The Summit Bar","Margaret Cherry",11/17/2018,24:58:00
3262,"The 13th Step","Margaret Cherry",9/13/2018,23:58:00
3263,"Sugar East","Margaret Cherry",8/27/2017,21:58:00
3264,Torst,"Margaret Gibson",6/27/2018,22:58:00
3265,"The Pool Lounge","Margaret Gibson",9/1/2018,21:58:00
3266,"Phoenix Bar","Margaret Gibson",1/2/2018,22:58:00
3267,"The NoMad Bar","Arnoldo Oconnell",3/1/2017,24:58:00
3268,Primo's,"Margaret Manning",6/20/2017,21:58:00
3269,"Beauty Bar","Margaret Manning",11/12/2017,21:58:00
327,"The Iron Horse Nyc","Juliette Ayers",4/3/2017,21:58:00
3270,"Donovan's Pub","Margaret Manning",4/21/2018,24:58:00
3271,"The Ginger Man","Margaret Manning",5/23/2017,23:58:00
3272,"Clockwork Bar","Margaret Manning",5/8/2017,23:58:00
3273,Attaboy,"Margaret Manning",8/2/2018,24:58:00
3274,"KGB Bar","Margaret Mays",8/27/2018,24:58:00
3275,"Lee's Tavern","Margaret Mays",7/29/2017,22:58:00
3276,BlackTail,"Margarita Everett",11/7/2017,24:58:00
3277,"The Iron Horse Nyc","Margarita Everett",4/8/2018,22:58:00
3278,"Jimmy's corner","Arnoldo Oconnell",2/22/2017,23:58:00
3279,"The Iron Horse Nyc","Margarita Everett",3/1/2018,23:58:00
328,Barcade,"Juliette Bean",6/22/2017,22:58:00
3280,LENA,"Margarita Everett",8/27/2018,23:58:00
3281,"Until Tomorrow","Margarita Klein",3/12/2018,23:58:00
3282,"Amor y Amargo","Margarita Klein",3/13/2018,24:58:00
3283,"Spring Lounge","Margarito Browning",7/4/2018,22:58:00
3284,"The Wayland","Margarito Browning",3/22/2017,24:58:00
3285,Barcade,"Margarito Matthews",5/4/2018,23:58:00
3286,7B,"Margarito Matthews",11/7/2017,24:58:00
3287,"Spring Lounge","Margarito Matthews",8/16/2017,24:58:00
3288,"Townhouse of New York","Margarito Matthews",10/10/2018,24:58:00
329,"Old Town Bar","Juliette Bean",6/22/2017,22:58:00
3290,Mona's,"Margery Love",5/19/2017,24:58:00
3291,PDT,"Margery Love",9/14/2017,23:58:00
3292,"Clover Club","Margery Love",8/23/2017,21:58:00
3293,"Lee's Tavern","Margery Love",6/20/2018,22:58:00
3294,"Zinc Bar","Margery Murphy",7/6/2018,21:58:00
3295,"Death & Company","Margery Murphy",1/15/2018,24:58:00
3296,"e's Bar","Margery Murphy",1/13/2018,24:58:00
3297,LENA,"Margery Murphy",11/20/2017,21:58:00
3298,Donna,"Margo Duffy",4/15/2018,24:58:00
3299,"Clover Club","Margo Duffy",8/23/2018,21:58:00
33,Attaboy,"Josefa Miller",5/1/2018,23:58:00
330,"Spring Lounge","Juliette Bean",3/13/2017,22:58:00
3300,"Donovan's Pub","Abdallah Donaldson",10/24/2018,23:58:00
3301,Nitecap,"Adeline Glover",5/29/2017,22:58:00
3302,"McSorley's Old Ale House","Arnoldo Oconnell",6/22/2017,23:58:00
3303,"Dear Irving","Margo Duffy",11/10/2018,23:58:00
3304,Barcade,"Margo Duffy",8/19/2017,23:58:00
3305,Primo's,"Margo Haynes",3/20/2018,24:58:00
3306,Rudy's,"Margo Haynes",11/7/2018,24:58:00
3307,"The Long Island Bar","Margo Haynes",4/21/2017,24:58:00
3308,"The Long Island Bar","Margo Haynes",2/15/2018,23:58:00
331,"Townhouse of New York","Juliette Bean",1/27/2018,21:58:00
3310,"Spring Lounge","Margo Nelson",8/7/2017,21:58:00
3311,"Lee's Tavern","Margo Nelson",5/2/2017,21:58:00
3312,"Spring Lounge","Margo Nelson",6/17/2017,21:58:00
3313,"The Summit Bar","Arnoldo Oconnell",8/3/2018,22:58:00
3314,Donna,"Margo Reese",7/5/2017,24:58:00
3315,"Lee's Tavern","Margo Reese",5/10/2017,23:58:00
3316,Killmeyer's,"Margo Reese",7/25/2018,24:58:00
3317,"Old Town Bar","Margo Reese",8/23/2018,23:58:00
3318,"The Ship","Margo Spears",5/1/2018,24:58:00
3319,Primo's,"Margo Spears",10/4/2017,21:58:00
332,"Old Town Bar","Juliette Bean",3/28/2017,23:58:00
3320,"The 13th Step","Margo Spears",8/20/2017,23:58:00
3321,"Rainbow Room","Margo Spears",8/3/2018,23:58:00
3322,"McSorley's Old Ale House","Margo Spears",7/26/2018,24:58:00
3323,"Jimmy's corner","Margo Spears",3/13/2017,22:58:00
3324,"The Wayland","Arnulfo Beasley",10/20/2018,24:58:00
3325,"The Ginger Man","Margret Booker",6/27/2017,23:58:00
3327,"The Ginger Man","Margret Booker",10/25/2017,22:58:00
3328,Bua,"Margret Booker",9/3/2018,22:58:00
3329,"Holiday Cocktail Lounge","Margret Booker",11/7/2018,21:58:00
333,"Raines Law Room","Juliette Bean",9/5/2018,22:58:00
3330,"Holiday Cocktail Lounge","Margret Booker",8/7/2018,23:58:00
3331,"The Ship","Margret Dorsey",6/17/2017,21:58:00
3333,"Sugar East","Margret Dorsey",4/25/2017,22:58:00
3334,Mayahuel,"Margret Romero",9/1/2018,21:58:00
3335,Mayahuel,"Arnulfo Beasley",5/24/2018,24:58:00
3336,Killmeyer's,"Margret Romero",11/7/2018,21:58:00
3338,7B,"Margret Romero",6/17/2017,24:58:00
3339,"Aldo Sohm Wine Bar","Marguerite Duarte",10/29/2018,24:58:00
334,"Blind Tiger Ale House","Julio Casey",3/21/2018,24:58:00
3340,"Lee's Tavern","Marguerite Duarte",1/14/2017,21:58:00
3341,"Pegu Club","Marguerite Duarte",3/18/2017,22:58:00
3342,Mayahuel,"Marguerite Duarte",7/8/2018,23:58:00
3343,"Old Town Bar","Marguerite Duarte",11/26/2018,22:58:00
3344,"Dear Irving","Marguerite Duarte",11/27/2017,23:58:00
3345,Leyenda,"Marguerite Parker",7/30/2018,24:58:00
3346,"Bemelmans Bar","Arnulfo Beasley",3/7/2017,24:58:00
3347,"Employees Only","Marguerite Parker",10/12/2017,23:58:00
3348,"Broken Shaker","Marguerite Parker",6/11/2018,21:58:00
3349,Nitecap,"Marguerite Parker",1/24/2018,24:58:00
335,"Tonic Bar","Julio Casey",2/14/2018,24:58:00
3350,Julius',"Marguerite Parker",6/12/2018,22:58:00
3351,"Pouring Ribbons","Mari Hernandez",9/24/2018,24:58:00
3352,BlackTail,"Mari Hernandez",1/10/2017,23:58:00
3353,"Amor y Amargo","Mari Mayo",9/14/2017,22:58:00
3354,LENA,"Mari Mayo",9/12/2017,23:58:00
3355,"Dutch Kills","Mari Mayo",5/2/2018,21:58:00
3356,"The Aviary NYC","Mari Mayo",6/8/2018,24:58:00
3357,Mona's,"Arnulfo Beasley",6/7/2017,24:58:00
3358,LENA,"Mari Schmidt",6/6/2017,24:58:00
3359,"The Pony Bar","Mari Schmidt",10/22/2017,21:58:00
336,"Townhouse of New York","Adela Ashton",9/25/2017,23:58:00
3360,"Zinc Bar","Mari Schmidt",9/25/2018,24:58:00
3361,"The Iron Horse Nyc","Mari Schmidt",4/12/2017,22:58:00
3362,"Bohemian Hall & Beer Garden","Maria Devlin",11/10/2017,23:58:00
3363,"Please Don't Tell","Maria Devlin",10/26/2018,23:58:00
3364,Torst,"Maria Devlin",10/18/2018,21:58:00
3365,"Amor y Amargo","Maria Devlin",6/1/2018,23:58:00
3366,"Ear Inn","Maria Devlin",2/22/2018,21:58:00
3367,"The Pony Bar","Maria Devlin",10/24/2017,21:58:00
3368,Killmeyer's,"Arnulfo Beasley",7/7/2018,22:58:00
3369,Mace,"Maria Hogan",2/4/2018,22:58:00
337,BlackTail,"Anna Oneal",6/28/2018,21:58:00
3370,"Bar Goto","Maria Hogan",9/6/2017,23:58:00
3371,Bua,"Maria Lyons",11/17/2018,22:58:00
3372,"The Long Island Bar","Maria Lyons",11/2/2017,22:58:00
3373,"McSorley's Old Ale House","Maria Lyons",1/3/2017,22:58:00
3374,Primo's,"Maria Lyons",1/11/2018,22:58:00
3375,"The NoMad Bar","Maria Lyons",5/7/2018,24:58:00
3376,"The Ginger Man","Maria Lyons",2/18/2017,22:58:00
3377,"Aldo Sohm Wine Bar","Marian Cisneros",3/18/2017,21:58:00
3378,Killmeyer's,"Marian Cisneros",6/1/2017,24:58:00
3379,"Grand Banks","Arnulfo Bonilla",7/28/2018,22:58:00
338,Barcade,"Julio Craig",9/22/2017,23:58:00
3380,Barcade,"Marian Cisneros",10/9/2017,21:58:00
3381,PDT,"Marian Cisneros",11/13/2017,21:58:00
3382,Donna,"Marian Cisneros",7/19/2017,23:58:00
3383,"Lee's Tavern","Marian Cisneros",6/25/2017,24:58:00
3384,"Lee's Tavern","Mariana Austin",7/16/2017,24:58:00
3385,"Townhouse of New York","Mariana Austin",5/18/2018,21:58:00
3388,"The Ginger Man","Mariana Escobar",6/2/2017,24:58:00
3389,"The Long Island Bar","Mariana Escobar",3/18/2017,22:58:00
339,Barcade,"Julio Craig",1/19/2018,22:58:00
3390,"The Pony Bar","Arnulfo Bonilla",8/8/2017,22:58:00
3391,"McSorley's Old Ale House","Mariana Escobar",11/22/2018,24:58:00
3392,"McSorley's Old Ale House","Mariana Escobar",7/5/2018,23:58:00
3394,"Clover Club","Mariana Lynch",11/28/2018,22:58:00
3395,7B,"Mariana Lynch",3/13/2017,24:58:00
3396,Killmeyer's,"Mariana Lynch",6/18/2018,23:58:00
3397,"Dutch Kills","Mariana Owens",11/17/2017,24:58:00
3398,"Please Don't Tell","Mariana Owens",7/10/2017,24:58:00
3399,"Angel's Share","Arnulfo Bonilla",2/14/2018,21:58:00
34,"McSorley's Old Ale House","Josefa Miller",4/5/2017,22:58:00
340,"Raines Law Room","Julio Craig",5/4/2018,24:58:00
3400,"Bronx Alehouse","Mariana Owens",2/21/2018,24:58:00
3401,BlackTail,"Mariana Owens",11/7/2017,23:58:00
3402,"Bohemian Hall & Beer Garden","Mariana Owens",10/8/2017,22:58:00
3403,"KGB Bar","Mariana White",9/22/2017,24:58:00
3404,"Aldo Sohm Wine Bar","Mariana White",2/16/2018,24:58:00
3405,"Bemelmans Bar","Mariana White",6/9/2018,21:58:00
3406,"Pegu Club","Mariana White",1/11/2018,24:58:00
3407,"Aldo Sohm Wine Bar","Mariana White",11/26/2017,24:58:00
3408,"Raines Law Room","Marianne Banks",7/22/2018,23:58:00
3409,"KGB Bar","Marianne Banks",5/27/2018,24:58:00
341,"The Central Bar","Julio Gray",8/1/2017,21:58:00
3410,"Old Town Bar","Adeline Richmond",8/15/2018,24:58:00
3411,"Maison Premiere","Arnulfo Bonilla",10/10/2018,22:58:00
3412,"Aldo Sohm Wine Bar","Marianne Banks",3/9/2018,23:58:00
3413,Killmeyer's,"Marianne Banks",3/14/2017,22:58:00
3414,"KGB Bar","Marianne Banks",4/8/2018,21:58:00
3415,"Lee's Tavern","Marianne Blanchard",7/23/2018,23:58:00
3416,"Pegu Club","Marianne Blanchard",8/2/2018,22:58:00
3417,"Old Town Bar","Marianne Blanchard",9/10/2017,23:58:00
3418,"Clover Club","Marianne Blanchard",8/1/2017,23:58:00
3419,"Jimmy's corner","Marianne Pollard",5/9/2018,22:58:00
342,"McSorley's Old Ale House","Julio Gray",1/13/2017,22:58:00
3420,"Ty Bar","Marianne Pollard",6/27/2017,24:58:00
3421,"Blind Tiger Ale House","Marianne Todd",1/21/2018,24:58:00
3422,Donna,"Arnulfo Peters",2/21/2018,24:58:00
3423,"Keats Bar","Marianne Todd",9/13/2017,24:58:00
3424,Leyenda,"Marianne Todd",3/24/2017,24:58:00
3425,"Gallow Green","Marianne Todd",9/26/2017,23:58:00
3426,"Little Branch","Marianne Todd",4/14/2018,23:58:00
3427,"Slowly Shirley","Marianne Todd",9/14/2017,21:58:00
3428,Boxer,"Mariano Bailey",9/20/2018,22:58:00
3429,Leyenda,"Mariano Bailey",6/8/2018,23:58:00
343,"Alewife Queens","Julio Gray",11/7/2018,22:58:00
3430,"Little Branch","Mariano Bailey",6/8/2018,22:58:00
3431,"Blind Tiger Ale House","Mariano Bailey",8/11/2018,23:58:00
3432,Mayahuel,"Mariano Singh",9/19/2018,21:58:00
3433,"Pegu Club","Arnulfo Peters",1/11/2017,23:58:00
3434,Donna,"Mariano Singh",5/29/2017,21:58:00
3435,PDT,"Mariano Singh",8/16/2017,21:58:00
3436,"Pegu Club","Mariano Singh",11/11/2017,23:58:00
3437,"Lee's Tavern","Mariano Singh",8/5/2017,22:58:00
3438,"Raines Law Room","Mariano Villarreal",10/18/2018,22:58:00
3439,7B,"Mariano Villarreal",11/15/2018,24:58:00
344,"Jimmy's corner","Julio Gray",6/27/2018,23:58:00
3440,"Spring Lounge","Mariano Villarreal",4/4/2018,21:58:00
3441,"Old Town Bar","Mariano Villarreal",8/3/2017,23:58:00
3442,"Blue Bar","Mariano Villarreal",1/12/2017,23:58:00
3443,Mona's,"Maribel Gilbert",5/7/2018,23:58:00
3445,"Connolly's Bar","Maribel Gilbert",6/13/2017,22:58:00
3446,Barcade,"Maribel Gilbert",7/7/2017,23:58:00
3447,"Clover Club","Maribel Gilbert",5/21/2018,24:58:00
3448,Boxer,"Maribel Kaufman",6/16/2018,23:58:00
3449,"Keats Bar","Maribel Kaufman",7/21/2017,24:58:00
345,"The Ship","Julio Gray",6/2/2017,24:58:00
3450,Mace,"Maribel Kaufman",9/10/2017,24:58:00
3451,"The Counting Room","Maricela Morales",6/13/2017,23:58:00
3452,Apotheke,"Maricela Morales",10/20/2017,21:58:00
3453,"Copper & Oak","Maricela Morales",7/26/2018,23:58:00
3454,Leyenda,"Maricela Morales",6/2/2018,23:58:00
3455,"Connolly's Bar","Arnulfo Peters",5/17/2018,22:58:00
3456,"Little Branch","Maricela Morales",7/15/2017,23:58:00
3457,"Bar Nine","Maricela Morales",11/22/2018,24:58:00
3458,Mayahuel,"Marie Hood",10/21/2017,24:58:00
3459,"Spring Lounge","Marie Hood",2/1/2017,22:58:00
346,"McSorley's Old Ale House","Julio Gray",3/17/2017,21:58:00
3461,"Lee's Tavern","Marie Hood",9/17/2017,21:58:00
3462,"The Wayland","Marie Hood",9/20/2018,22:58:00
3463,"Bemelmans Bar","Marie Hood",1/22/2018,22:58:00
3464,"The Iron Horse Nyc","Marie Huffman",2/26/2018,24:58:00
3465,"Dive Bar","Marie Huffman",5/9/2018,23:58:00
3466,"The Aviary NYC","Marie Huffman",4/22/2018,23:58:00
3467,"Lee's Tavern","Marie Underwood",4/27/2017,21:58:00
3468,"Connolly's Bar","Marie Underwood",9/15/2018,21:58:00
347,"Angel's Share","Julio Rice",1/15/2017,22:58:00
3470,"Lee's Tavern","Marie Underwood",4/4/2018,22:58:00
3471,"Amor y Amargo","Marietta Foley",9/4/2018,21:58:00
